Sigla Empresa,Nombre,Fecha,A¤o,N£mero de Mes,Origen,Nombre.1,Ciudad Origen,Pais Origen,Destino,Nombre.2,Ciudad Destino,Pais Destino,Tr fico (N/I),Tipo Vuelo,Pasajeros,Carga + Correo (Kg),Tr fico (N/I) 2,Tipo Vuelo 2,Tipo Vuelo (Regular - No Regular),Mes
CMP,COPA AIRLINES,3/1/2025,2025,3,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,CUN,CANCUN INTL,CANCUN,MEXICO,I,R,38,319,Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,CUR,HATO,CURACAO,ANTILLAS HOLANDESAS,I,R,31,216,Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,DAV,ENRIQUE MALEK,DAVID,PANAMA,I,R,18,321,Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,DEN,STAPLETON  INT,COLORADO,ESTADOS UNIDOS,I,R,24,424,Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,EZE,MINISTRO PISTARINI,EZEIZA,ARGENTINA,I,R,49,937,Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,FLL,FORT LAUDERDALE HOLLYWOOD INTL,FORT LAUDERDALE,ESTADOS UNIDOS,I,R,12,112,Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,FLN,HERCILIO LUZ,SAO PAULO,BRASIL,I,R,1,33,Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,GIG,RIO DE JANEIRO - GALEAO,RIO DE JANEIRO,BRASIL,I,R,4,10,Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,GRU,GUARULHOS,SAO PAULO,BRASIL,I,R,8,128,Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,GUA,LA AURORA,GUATEMALA,GUATEMALA,I,R,7,137,Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,GYE,SIMON BOLIVAR,GUAYAQUIL,ECUADOR,I,R,17,144,Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,HAV,JOSE MARTI INTL,HABANA,CUBA,I,R,5,76,Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,IAD,DULLES INTL D.C.,WASHINGTON,ESTADOS UNIDOS,I,R,32,651,Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,JFK,JOHN F KENNEDY INTL,NEW YORK,ESTADOS UNIDOS,I,R,14,225,Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,KIN,NORMAN MANLEY INTL,KINGSTON,JAMAICA,I,R,4,47,Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,LAS,LAS VEGAS,LAS VEGAS,ESTADOS UNIDOS,I,R,6,129,Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,LAX,LOS ANGELES INTL,LOS ANGELES,ESTADOS UNIDOS,I,R,51,784,Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,LIM,CALLAO /INTL JORGE CHAVEZ,LIMA,PERU,I,R,26,217,Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,MCO,HERDON,ORLANDO,ESTADOS UNIDOS,I,R,140,"1,717",Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,MEX,LICENCIADO BENITO JUAREZ INTL,MEXICO,MEXICO,I,R,40,594,Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,MGA,MANAGUA INTL,MANAGUA,NICARAGUA,I,R,10,137,Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,MIA,MIAMI INTL,MIAMI,ESTADOS UNIDOS,I,R,131,"1,430",Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,MTY,GENERAL MARIANO ESCOBEDO INTL,MONTERREY,MEXICO,I,R,2,25,Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,MVD,CARRASCO,MONTEVIDEO,URUGUAY,I,R,10,225,Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,ORD,O .HARE,CHICAGO,ESTADOS UNIDOS,I,R,8,83,Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,PBM,PARAMARIBO,PARAMARIBO,SURINAME,I,R,1,15,Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,POA,SALGADO FHILO,PORTO ALEGRE,BRASIL,I,R,3,43,Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,PTY,TOCUMEN INTL,PANAMA,PANAMA,I,R,691,"6,816",Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,PUJ,PUNTA CANA INTL,PUNTA CANA,REPUBLICA DOMINICANA,I,R,105,325,Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,SAL,EL SALVADOR INTL,SAN SALVADOR,EL SALVADOR,I,R,11,93,Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,SAP,LA MESA,SAN PEDRO SULA,HONDURAS,I,R,2,20,Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,SCL,ARTURO MERINO BENITEZ INTL,SANTIAGO,CHILE,I,R,44,582,Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,SDQ,LAS AMERICAS,SANTO DOMINGO,REPUBLICA DOMINICANA,I,R,36,379,Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,SFO,"SAN FRANCISCO / INTL, CA.",SAN FRANCISCO,ESTADOS UNIDOS,I,R,32,495,Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,SJO,JUAN SANTAMARIA INTL,SAN JOSE,COSTA RICA,I,R,11,164,Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PUERTO RICO,I,R,9,133,Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,TPA,TAMPA INTL,TAMPA,ESTADOS UNIDOS,I,R,26,470,Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,UIO,AEROPUERTO INTERNACIONAL MARISCAL S,QUITO,ECUADOR,I,R,14,99,Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,YUL,MONTRAL-PIERRE ELLIOTT TRUDEAU INT,MONTREAL,CANADA,I,R,3,51,Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,YYZ,LESTER B PEARSON INTL,TORONTO,CANADA,I,R,1,19,Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BGI,GRANTLEY ADAMS INTL,BRIDGENTOWN,BARBADOS,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,I,R,5,91,Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BGI,GRANTLEY ADAMS INTL,BRIDGENTOWN,BARBADOS,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,I,R,2,45,Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BGI,GRANTLEY ADAMS INTL,BRIDGENTOWN,BARBADOS,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,I,R,132,"1,531",Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BGI,GRANTLEY ADAMS INTL,BRIDGENTOWN,BARBADOS,CLO,CALI - ALFONSO BONILLA ARAGON,SANTIAGO DE CALI,COLOMBIA,I,R,15,143,Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BGI,GRANTLEY ADAMS INTL,BRIDGENTOWN,BARBADOS,CTG,CARTAGENA - RAFAEL NU¥EZ,CARTAGENA DE INDIAS,COLOMBIA,I,R,23,405,Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BGI,GRANTLEY ADAMS INTL,BRIDGENTOWN,BARBADOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,R,31,460,Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BGI,GRANTLEY ADAMS INTL,BRIDGENTOWN,BARBADOS,PEI,PEREIRA - MATECA¥A,PEREIRA,COLOMBIA,I,R,7,86,Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,ASU,SILVIO PETTIROSSI INTL,ASUNCION,PARAGUAY,I,R,499,"7,478",Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,ATL,HARTSFIELD JACKSON ATLANTA INTL,ATLANTA,ESTADOS UNIDOS,I,R,18,296,Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,AUA,REINA BEATRIX INTL,ARUBA,ANTILLAS HOLANDESAS,I,R,77,410,Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,AUS,AUSTIN/ROBERT/MUELLER MUNICIPA,TEXAS,ESTADOS UNIDOS,I,R,276,"4,202",Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,BGI,GRANTLEY ADAMS INTL,BRIDGENTOWN,BARBADOS,I,R,128,"1,768",Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,BOS,GEN.EDWARD L.LOGAN,BOSTON,ESTADOS UNIDOS,I,R,92,"1,223",Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,BSB,PRESIDENTE JUSCELINO KUBITSCHEK,BRASILIA,BRASIL,I,R,468,"4,144",Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,BWI,BALTIMORE WASHINGTON INTERNAL,MARYLAND,ESTADOS UNIDOS,I,R,164,"2,023",Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,BZE,PHILIP S W GOLDSON INTL,BELIZE,BELIZE,I,R,26,674,Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,CNF,TANCREDO NEVES,BELO HORIZONTE,BRASIL,I,R,312,"3,171",Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,COR,"CORDOBA, CBA",CORDOBA,ARGENTINA,I,R,84,"1,118",Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,CUN,CANCUN INTL,CANCUN,MEXICO,I,R,222,"1,208",Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,CUR,HATO,CURACAO,ANTILLAS HOLANDESAS,I,R,134,686,Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,DAV,ENRIQUE MALEK,DAVID,PANAMA,I,R,315,"3,653",Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,DEN,STAPLETON  INT,COLORADO,ESTADOS UNIDOS,I,R,150,"2,433",Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,EZE,MINISTRO PISTARINI,EZEIZA,ARGENTINA,I,R,924,"14,151",Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,FLL,FORT LAUDERDALE HOLLYWOOD INTL,FORT LAUDERDALE,ESTADOS UNIDOS,I,R,50,519,Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,FLN,HERCILIO LUZ,SAO PAULO,BRASIL,I,R,65,712,Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,GDL,DON MIGUEL HIDALGO Y COSTILLA INTL,GUADALAJARA,MEXICO,I,R,231,"2,689",Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,GEO,TIMERHI,GEORGETOWN,GUYANA,I,R,149,"1,829",Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,GIG,RIO DE JANEIRO - GALEAO,RIO DE JANEIRO,BRASIL,I,R,800,"4,623",Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,GRU,GUARULHOS,SAO PAULO,BRASIL,I,R,686,"7,460",Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,GUA,LA AURORA,GUATEMALA,GUATEMALA,I,R,"1,114","8,940",Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,GYE,SIMON BOLIVAR,GUAYAQUIL,ECUADOR,I,R,398,"3,342",Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,HAV,JOSE MARTI INTL,HABANA,CUBA,I,R,465,"10,673",Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,IAD,DULLES INTL D.C.,WASHINGTON,ESTADOS UNIDOS,I,R,203,"2,948",Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,JFK,JOHN F KENNEDY INTL,NEW YORK,ESTADOS UNIDOS,I,R,267,"3,867",Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,KIN,NORMAN MANLEY INTL,KINGSTON,JAMAICA,I,R,73,719,Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,LAS,LAS VEGAS,LAS VEGAS,ESTADOS UNIDOS,I,R,117,"1,814",Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,LAX,LOS ANGELES INTL,LOS ANGELES,ESTADOS UNIDOS,I,R,972,"14,317",Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,LIM,CALLAO /INTL JORGE CHAVEZ,LIMA,PERU,I,R,239,"1,899",Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,MAO,EDUARDO GOMES INTL,MANAUS,BRASIL,I,R,58,532,Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,MBJ,SANGSTER INTL,MONTEJO BAY,JAMAICA,I,R,144,"1,446",Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,MCO,HERDON,ORLANDO,ESTADOS UNIDOS,I,R,413,"4,519",Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,N,R,6,0,Nacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,MDZ,EL PLUMILLERO,MENDOZA,ARGENTINA,I,R,56,851,Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,MEC,ELOY ALFARO INTL,MANTA,ECUADOR,I,R,31,468,Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,MEX,LICENCIADO BENITO JUAREZ INTL,MEXICO,MEXICO,I,R,798,"7,541",Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,MGA,MANAGUA INTL,MANAGUA,NICARAGUA,I,R,184,"1,905",Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,MIA,MIAMI INTL,MIAMI,ESTADOS UNIDOS,I,R,238,"2,227",Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,MTY,GENERAL MARIANO ESCOBEDO INTL,MONTERREY,MEXICO,I,R,173,"1,826",Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,MVD,CARRASCO,MONTEVIDEO,URUGUAY,I,R,455,"5,988",Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,NAS,NASSAU INTL,NASSAU,BAHAMAS,I,R,202,"3,147",Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,ORD,O .HARE,CHICAGO,ESTADOS UNIDOS,I,R,338,"4,161",Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,PBM,PARAMARIBO,PARAMARIBO,SURINAME,I,R,53,829,Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,POA,SALGADO FHILO,PORTO ALEGRE,BRASIL,I,R,106,"1,417",Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,POS,PIARCO,PUERTO ESPANA,TRINIDAD Y TOBAGO,I,R,130,"1,790",Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,PTY,TOCUMEN INTL,PANAMA,PANAMA,I,C,0,"235,163",Internacional,Charter,No Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,PTY,TOCUMEN INTL,PANAMA,PANAMA,I,R,"13,983","125,508",Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,PUJ,PUNTA CANA INTL,PUNTA CANA,REPUBLICA DOMINICANA,I,R,"1,023","4,176",Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,RDU,"DURHAM, NC.",RALEIGH,ESTADOS UNIDOS,I,R,156,"2,522",Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,ROS,ROSARIO SF,ROSARIO,ARGENTINA,I,R,47,763,Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,SAL,EL SALVADOR INTL,SAN SALVADOR,EL SALVADOR,I,R,656,"4,974",Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,SAP,LA MESA,SAN PEDRO SULA,HONDURAS,I,R,262,"3,236",Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,SCL,ARTURO MERINO BENITEZ INTL,SANTIAGO,CHILE,I,R,373,"4,571",Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,SDQ,LAS AMERICAS,SANTO DOMINGO,REPUBLICA DOMINICANA,I,R,687,"6,042",Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,SFO,"SAN FRANCISCO / INTL, CA.",SAN FRANCISCO,ESTADOS UNIDOS,I,R,290,"4,200",Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,SJO,JUAN SANTAMARIA INTL,SAN JOSE,COSTA RICA,I,R,838,"9,493",Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PUERTO RICO,I,R,226,"1,654",Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,SXM,PRINCESS JULIANA INTL,SAN MARTIN,ANTILLAS HOLANDESAS,I,R,97,"1,447",Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,TPA,TAMPA INTL,TAMPA,ESTADOS UNIDOS,I,R,295,"5,114",Internacional,Regular,Regular,marzo
CMP,COPA AIRLINES,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,UIO,AEROPUERTO INTERNACIONAL MARISCAL S,QUITO,ECUADOR,I,R,97,673,Internacional,Regular,Regular,marzo
